Date,Open,High,Low,Close
25/09/2014,6706.27,6726.4,6621.48,6639.71
26/09/2014,6639.71,6664,6615.12,6649.39
29/09/2014,6649.39,6653.94,6608.66,6646.6
30/09/2014,6646.6,6658.91,6601.62,6622.72
01/10/2014,6622.72,6622.81,6539.73,6557.52
02/10/2014,6557.52,6557.67,6446.39,6446.39
03/10/2014,6446.39,6542.87,6446.39,6527.91
06/10/2014,6527.91,6588.31,6527.91,6563.65
07/10/2014,6563.65,6563.84,6495.58,6495.58
08/10/2014,6495.58,6502.36,6453.81,6482.24
09/10/2014,6482.24,6544.21,6425.16,6431.85
10/10/2014,6431.85,6431.85,6328.39,6339.97
13/10/2014,6339.97,6387.36,6294.64,6366.24
14/10/2014,6366.24,6403.43,6304.27,6392.68
15/10/2014,6392.68,6404.96,6211.64,6211.64
16/10/2014,6211.64,6282.95,6072.68,6195.91
17/10/2014,6195.91,6312.97,6188.04,6310.29
20/10/2014,6310.29,6320.31,6238.6,6267.07
21/10/2014,6267.07,6372.33,6229.4,6372.33
22/10/2014,6372.33,6401.51,6341.39,6399.73
23/10/2014,6399.73,6430.32,6313.32,6419.15
24/10/2014,6419.15,6419.15,6372.43,6388.73
27/10/2014,6388.73,6443.76,6336.06,6363.46
28/10/2014,6363.46,6412,6363.46,6402.17
29/10/2014,6402.17,6475.35,6402.17,6453.87
30/10/2014,6453.87,6483.24,6378.15,6463.55
31/10/2014,6463.55,6553.37,6463.55,6546.47
03/11/2014,6546.47,6559.56,6478.49,6487.97
04/11/2014,6487.97,6510.31,6444.89,6453.97
05/11/2014,6453.97,6539.14,6453.97,6539.14
06/11/2014,6539.14,6580.21,6503.81,6551.15
07/11/2014,6551.15,6608.23,6551.15,6567.24
10/11/2014,6567.24,6611.25,6566.78,6611.25
11/11/2014,6611.25,6632.57,6605.34,6627.4
12/11/2014,6627.4,6629.33,6588.93,6611.04
13/11/2014,6611.04,6645.9,6596.89,6635.45
14/11/2014,6635.45,6654.37,6610.13,6654.37
17/11/2014,6654.37,6681.55,6616.12,6671.97
18/11/2014,6671.97,6714.12,6671.75,6709.13
19/11/2014,6709.13,6718.88,6678.13,6696.6
20/11/2014,6696.6,6696.82,6641.14,6678.9
21/11/2014,6678.9,6773.14,6678.9,6750.76
24/11/2014,6750.76,6763.97,6720.09,6729.79
25/11/2014,6729.79,6750.87,6709.31,6731.14
26/11/2014,6731.14,6765.01,6718.53,6729.17
27/11/2014,6729.17,6749.91,6713.76,6723.42
28/11/2014,6723.42,6734.71,6667.08,6722.62
01/12/2014,6722.62,6722.62,6637.39,6656.37
