Date,Open,High,Low,Close,Adj Close,Volume
2020-03-13,5237.500000,5696.500000,5237.500000,5366.100098,5366.100098,1935105000
2020-03-16,5366.100098,5366.100098,4898.799805,5151.100098,5151.100098,2111567500
2020-03-17,5151.100098,5309.000000,4978.799805,5294.899902,5294.899902,1941164900
2020-03-18,5294.899902,5294.899902,5006.200195,5080.600098,5080.600098,1837075100
2020-03-19,5080.600098,5181.000000,4942.399902,5151.600098,5151.600098,1963412200
2020-03-20,5151.600098,5419.299805,5151.600098,5190.799805,5190.799805,2585565700
2020-03-23,5190.799805,5194.799805,4922.799805,4993.899902,4993.899902,1629604900
2020-03-24,4993.899902,5446.000000,4993.899902,5446.000000,5446.000000,1582421000
2020-03-25,5446.000000,5741.399902,5400.500000,5688.200195,5688.200195,1860995600
2020-03-26,5688.200195,5815.700195,5503.399902,5815.700195,5815.700195,1536739000
2020-03-27,5815.700195,5815.700195,5407.100098,5510.299805,5510.299805,1457210400
2020-03-30,5510.299805,5567.200195,5351.799805,5563.700195,5563.700195,1136875400
2020-03-31,5563.700195,5702.700195,5545.899902,5672.000000,5672.000000,1602112800
2020-04-01,5672.000000,5672.000000,5414.700195,5454.600098,5454.600098,1670362100
2020-04-02,5454.600098,5552.399902,5395.100098,5480.200195,5480.200195,1554286900
2020-04-03,5480.200195,5486.299805,5396.700195,5415.500000,5415.500000,1180517400
2020-04-06,5415.500000,5590.600098,5415.500000,5582.399902,5582.399902,1207951800
2020-04-07,5582.399902,5780.200195,5582.399902,5704.500000,5704.500000,1563928500
2020-04-08,5704.500000,5704.500000,5589.700195,5677.700195,5677.700195,1133735000
2020-04-09,5677.700195,5842.700195,5677.700195,5842.700195,5842.700195,1290301300
2020-04-14,5842.700195,5894.700195,5779.000000,5791.299805,5791.299805,1056846100
2020-04-15,5791.299805,5791.700195,5576.399902,5597.700195,5597.700195,1375971300
2020-04-16,5597.700195,5657.600098,5577.799805,5628.399902,5628.399902,1073687700
2020-04-17,5628.399902,5839.299805,5628.399902,5787.000000,5787.000000,1204085900
2020-04-20,5787.000000,5823.899902,5707.700195,5812.799805,5812.799805,822613800
2020-04-21,5812.799805,5812.799805,5641.000000,5641.000000,5641.000000,888662400
2020-04-22,5641.000000,5777.100098,5641.000000,5770.600098,5770.600098,866999300
2020-04-23,5770.600098,5843.600098,5735.899902,5826.600098,5826.600098,882116400
2020-04-24,5826.600098,5827.200195,5728.799805,5752.200195,5752.200195,808821600
2020-04-27,5752.200195,5855.600098,5752.200195,5846.799805,5846.799805,792246400
2020-04-28,5846.799805,5977.799805,5835.899902,5958.500000,5958.500000,1196850700
2020-04-29,5958.500000,6129.600098,5950.799805,6115.299805,6115.299805,1288097400
2020-04-30,6115.299805,6151.600098,5897.899902,5901.200195,5901.200195,1933348900
2020-05-01,5901.200195,5901.200195,5746.100098,5763.100098,5763.100098,781328900
2020-05-04,5763.100098,5792.899902,5702.000000,5753.799805,5753.799805,1038977200
2020-05-05,5753.799805,5869.500000,5753.799805,5849.399902,5849.399902,969041200
2020-05-06,5849.399902,5897.399902,5839.600098,5853.799805,5853.799805,973242800
2020-05-07,5853.799805,5941.899902,5853.600098,5936.000000,5936.000000,967707400
2020-05-11,5936.000000,5999.100098,5898.299805,5939.700195,5939.700195,1041393600
2020-05-12,5939.700195,6013.000000,5911.399902,5994.799805,5994.799805,939767700
2020-05-13,5994.799805,5994.799805,5893.399902,5904.100098,5904.100098,1055705500
2020-05-14,5904.100098,5904.100098,5661.100098,5741.500000,5741.500000,1152459900
2020-05-15,5741.500000,5837.899902,5741.500000,5799.799805,5799.799805,927433300
2020-05-18,5799.799805,6058.200195,5799.600098,6048.600098,6048.600098,930325200
2020-05-19,6048.600098,6112.000000,5965.100098,6002.200195,6002.200195,1001641500
2020-05-20,6002.200195,6074.500000,5961.600098,6067.200195,6067.200195,925383600
2020-05-21,6067.200195,6093.700195,6004.100098,6015.299805,6015.299805,1135941900
2020-05-22,6015.299805,6015.299805,5888.600098,5993.299805,5993.299805,986007000
2020-05-26,5993.299805,6130.100098,5993.299805,6067.799805,6067.799805,1252539600
2020-05-27,6067.799805,6168.000000,6067.799805,6144.299805,6144.299805,1559401400
2020-05-28,6144.299805,6234.000000,6144.299805,6218.799805,6218.799805,1210102000
2020-05-29,6218.799805,6218.799805,6060.200195,6076.600098,6076.600098,2246313300
2020-06-01,6076.600098,6179.299805,6076.600098,6166.399902,6166.399902,742112200
2020-06-02,6166.399902,6238.299805,6165.100098,6220.100098,6220.100098,1192259900
2020-06-03,6220.100098,6394.700195,6220.100098,6382.399902,6382.399902,1232836600
2020-06-04,6382.399902,6402.600098,6314.600098,6341.399902,6341.399902,1041769100
2020-06-05,6341.399902,6490.000000,6341.399902,6484.299805,6484.299805,1398374600
2020-06-08,6484.299805,6511.799805,6423.100098,6472.600098,6472.600098,1305560800
2020-06-09,6472.600098,6475.000000,6325.100098,6335.700195,6335.700195,1322614400
2020-06-10,6335.700195,6387.399902,6293.799805,6329.100098,6329.100098,1115769600
2020-06-11,6329.100098,6329.100098,6076.700195,6076.700195,6076.700195,1117426600
2020-06-12,6076.700195,6184.299805,5993.200195,6105.200195,6105.200195,1059920700
2020-06-15,6105.200195,6105.200195,5952.399902,6064.700195,6064.700195,907815700
2020-06-16,6064.700195,6299.000000,6064.700195,6242.799805,6242.799805,1028926100
2020-06-17,6242.799805,6309.700195,6233.200195,6253.299805,6253.299805,863307200
2020-06-18,6253.299805,6285.000000,6184.899902,6224.100098,6224.100098,782893800
2020-06-19,6224.100098,6319.799805,6224.100098,6292.600098,6292.600098,1685754500
2020-06-22,6292.600098,6309.000000,6225.500000,6244.600098,6244.600098,793214300
2020-06-23,6244.600098,6342.200195,6244.600098,6320.100098,6320.100098,685327800
2020-06-24,6320.100098,6320.100098,6123.700195,6123.700195,6123.700195,768655700
2020-06-25,6123.700195,6162.399902,6029.299805,6147.100098,6147.100098,813511600
2020-06-26,6147.100098,6262.100098,6147.100098,6159.299805,6159.299805,698906500
2020-06-29,6159.299805,6252.000000,6123.000000,6225.799805,6225.799805,720430800
2020-06-30,6225.799805,6237.500000,6147.000000,6169.700195,6169.700195,827284200
2020-07-01,6169.700195,6202.000000,6084.500000,6158.000000,6158.000000,724502100
2020-07-02,6158.000000,6258.600098,6158.000000,6240.399902,6240.399902,806189500
2020-07-03,6240.399902,6262.700195,6137.100098,6157.299805,6157.299805,504568000
2020-07-06,6157.299805,6304.200195,6157.299805,6285.899902,6285.899902,697122600
2020-07-07,6285.899902,6285.899902,6180.000000,6189.899902,6189.899902,600362300
2020-07-08,6189.899902,6208.399902,6144.500000,6156.200195,6156.200195,625796600
2020-07-09,6156.200195,6176.799805,6040.299805,6049.600098,6049.600098,670967000
2020-07-10,6049.600098,6108.200195,6003.200195,6095.399902,6095.399902,685330800
2020-07-13,6095.399902,6187.299805,6095.399902,6176.200195,6176.200195,614241100
2020-07-14,6176.200195,6179.799805,6093.200195,6179.799805,6179.799805,717546900
2020-07-15,6179.799805,6323.600098,6179.799805,6292.700195,6292.700195,747302000
2020-07-16,6292.700195,6296.799805,6227.299805,6250.700195,6250.700195,521796200
2020-07-17,6250.700195,6293.700195,6230.000000,6290.299805,6290.299805,687096800
2020-07-20,6290.299805,6297.600098,6222.200195,6261.500000,6261.500000,494263500
2020-07-21,6261.500000,6315.700195,6253.899902,6269.700195,6269.700195,753531600
2020-07-22,6269.700195,6271.000000,6197.500000,6207.100098,6207.100098,745230100
2020-07-23,6207.100098,6273.600098,6202.899902,6211.399902,6211.399902,605739200
2020-07-24,6211.399902,6211.399902,6099.100098,6123.799805,6123.799805,679819200
2020-07-27,6123.799805,6127.600098,6086.600098,6104.899902,6104.899902,704383900
2020-07-28,6104.899902,6149.899902,6083.700195,6129.299805,6129.299805,612575200
2020-07-29,6129.299805,6155.100098,6116.700195,6131.500000,6131.500000,718093000
2020-07-30,6131.500000,6145.799805,5924.700195,5990.000000,5990.000000,1229813400
2020-07-31,5990.000000,6046.299805,5897.799805,5897.799805,5897.799805,1007598800
2020-08-03,5897.799805,6038.799805,5857.100098,6032.899902,6032.899902,948540800
2020-08-04,6032.899902,6056.500000,5986.799805,6036.000000,6036.000000,766666900
2020-08-05,6036.000000,6111.500000,6036.000000,6104.700195,6104.700195,715558400
2020-08-06,6104.700195,6104.700195,5980.399902,6026.899902,6026.899902,629266500
2020-08-07,6026.899902,6046.000000,5996.700195,6032.200195,6032.200195,540972400
2020-08-10,6032.200195,6099.500000,6028.500000,6050.600098,6050.600098,558064500
2020-08-11,6050.600098,6206.000000,6050.600098,6154.299805,6154.299805,758790700
2020-08-12,6154.299805,6297.200195,6151.600098,6280.100098,6280.100098,680848000
2020-08-13,6280.100098,6280.100098,6185.600098,6185.600098,6185.600098,515765800
2020-08-14,6185.600098,6185.600098,6036.100098,6090.000000,6090.000000,513442300
2020-08-17,6090.000000,6140.200195,6061.500000,6127.399902,6127.399902,500314600
2020-08-18,6127.399902,6162.700195,6062.600098,6076.600098,6076.600098,502242600
2020-08-19,6076.600098,6114.799805,6045.000000,6112.000000,6112.000000,425040900
2020-08-20,6112.000000,6112.000000,6009.600098,6013.299805,6013.299805,505170900
2020-08-21,6013.299805,6036.500000,5948.799805,6001.899902,6001.899902,545211700
2020-08-24,6001.899902,6119.799805,6001.899902,6104.700195,6104.700195,452722200
2020-08-25,6104.700195,6173.500000,6032.100098,6037.000000,6037.000000,538992400
2020-08-26,6037.000000,6050.799805,5992.200195,6045.600098,6045.600098,405657200
2020-08-27,6045.600098,6062.500000,6000.000000,6000.000000,6000.000000,496427000
2020-08-28,6000.000000,6033.000000,5962.500000,5963.600098,5963.600098,928308900
2020-09-01,5963.600098,5972.500000,5824.000000,5862.100098,5862.100098,1041226100
2020-09-02,5862.100098,5974.700195,5862.100098,5941.000000,5941.000000,670603500
2020-09-03,5941.000000,5996.200195,5838.000000,5850.899902,5850.899902,698951400
2020-09-04,5850.899902,5904.200195,5778.399902,5799.100098,5799.100098,672211400
2020-09-07,5799.100098,5946.899902,5798.500000,5937.399902,5937.399902,542562600
2020-09-08,5937.399902,5985.299805,5868.899902,5930.299805,5930.299805,741088100
2020-09-09,5930.299805,6031.299805,5923.399902,6012.799805,6012.799805,670411100
2020-09-10,6012.799805,6028.799805,5950.600098,6003.299805,6003.299805,602947200
2020-09-11,6003.299805,6057.700195,5992.899902,6032.100098,6032.100098,532206600
2020-09-14,6032.100098,6080.000000,6011.799805,6026.299805,6026.299805,599027600
2020-09-15,6026.299805,6123.700195,6026.200195,6105.500000,6105.500000,696475100
2020-09-16,6105.500000,6119.200195,6057.600098,6078.500000,6078.500000,712218600
2020-09-17,6078.500000,6078.500000,5998.700195,6049.899902,6049.899902,614989900
2020-09-18,6049.899902,6055.200195,6006.299805,6007.100098,6007.100098,1606438900
2020-09-21,6007.100098,6007.100098,5779.200195,5804.299805,5804.299805,989724600
2020-09-22,5804.299805,5871.299805,5794.500000,5829.500000,5829.500000,793986600
2020-09-23,5829.500000,5974.899902,5829.500000,5899.299805,5899.299805,745841800
2020-09-24,5899.299805,5899.299805,5805.299805,5822.799805,5822.799805,707125700
2020-09-25,5822.799805,5843.700195,5771.500000,5842.700195,5842.700195,742745800
2020-09-28,5842.700195,5954.399902,5842.700195,5927.899902,5927.899902,915339300
2020-09-29,5927.899902,5927.899902,5862.899902,5897.500000,5897.500000,677894800
2020-09-30,5897.500000,5931.399902,5854.500000,5866.100098,5866.100098,831982500
2020-10-01,5866.100098,5925.799805,5849.799805,5879.500000,5879.500000,729252500
