Date, Open, High, Low, Close, Volume
10/20/20, 431.75, 431.75, 419.0501, 421.94, 31656289
10/19/20, 446.24, 447.00, 428.87, 430.83, 36287840
10/16/20, 454.44, 455.9499, 438.85, 439.67, 32775879
10/15/20, 450.31, 456.57, 442.50, 448.88, 35672352
10/14/20, 449.78, 465.90, 447.35, 461.30, 48045391
10/13/20, 443.35, 448.89, 436.60, 446.65, 34463672
10/12/20, 442.00, 448.74, 438.58, 442.30, 38791129
10/09/20, 430.13, 434.5899, 426.4601, 434.00, 28925660
10/08/20, 438.44, 439.00, 425.30, 425.92, 40421121
10/07/20, 419.87, 429.90, 413.845, 425.30, 43127711
10/06/20, 423.79, 428.7799, 406.05, 413.98, 49146262
10/05/20, 423.35, 433.64, 419.33, 425.68, 44722793
10/02/20, 421.39, 439.13, 415.00, 415.09, 71430031
10/01/20, 440.76, 448.88, 434.42, 448.16, 50741449
09/30/20, 421.32, 433.93, 420.47, 429.01, 48145566
09/29/20, 416.00, 428.50, 411.60, 419.07, 50341398
09/28/20, 424.62, 428.08, 415.55, 421.20, 49719559
09/25/20, 393.47, 408.7323, 391.30, 407.34, 67208461
09/24/20, 363.80, 399.50, 351.30, 387.79, 96561055
09/23/20, 405.16, 412.15, 375.8801, 380.36, 95074180
09/22/20, 429.60, 437.76, 417.6001, 424.23, 79580797
09/21/20, 453.13, 455.68, 407.07, 449.39, 109476797
09/18/20, 447.94, 451.00, 428.80, 442.15, 86406812
09/17/20, 415.60, 437.79, 408.0001, 423.43, 76779156
09/16/20, 439.87, 457.79, 435.31, 441.76, 72546758
09/15/20, 436.56, 461.94, 430.70, 449.76, 97298234
09/14/20, 380.95, 420.00, 373.30, 419.62, 83020609
09/11/20, 381.94, 382.50, 360.50, 372.72, 60717461
09/10/20, 386.21, 398.99, 360.56, 371.34, 84930609
09/09/20, 356.60, 369.00, 341.51, 366.28, 79465766
09/08/20, 356.00, 368.74, 329.88, 330.21, 115465695
09/04/20, 402.81, 428.00, 372.0201, 418.32, 110321906
09/03/20, 407.23, 431.80, 402.00, 407.00, 87596086
09/02/20, 478.99, 479.04, 405.1206, 447.37, 96176125
09/01/20, 502.14, 502.49, 470.51, 475.05, 90119422
08/31/20, 444.61, 500.14, 440.11, 498.32, 118374398
08/28/20, 459.024, 463.698, 437.304, 442.68, 100405898.493912
08/27/20, 436.092, 459.12, 428.50, 447.75, 118465193.223022
08/26/20, 412.00, 433.20, 410.7258, 430.634, 71196893.9320466
08/25/20, 394.978, 405.59, 393.60, 404.668, 53294449.2005833
08/24/20, 425.255, 425.80, 385.504, 402.84, 100318093.495229
08/21/20, 408.952, 419.098, 405.01, 409.996, 107447803.388283
08/20/20, 372.136, 404.398, 371.412, 400.366, 103059003.454115
08/19/20, 373.00, 382.20, 368.242, 375.706, 61026649.0846003
08/18/20, 379.798, 384.78, 369.022, 377.418, 82372448.7644133
08/17/20, 335.40, 369.172, 334.566, 367.128, 101211598.481826
08/14/20, 332.998, 333.76, 325.328, 330.142, 62888049.0566793
08/13/20, 322.20, 330.236, 313.452, 324.20, 102126553.468102
08/12/20, 294.00, 317.00, 287.00, 310.952, 109494148.357588
08/11/20, 279.20, 284.00, 273.00, 274.878, 43129169.3530625
08/10/20, 289.60, 291.50, 277.168, 283.714, 37611319.4358302
08/07/20, 299.9074, 299.95, 283.002, 290.542, 44482099.3327685
08/06/20, 298.166, 303.462, 295.452, 297.916, 29961564.5505765
08/05/20, 298.598, 299.9676, 293.662, 297.004, 24890074.6266489
08/04/20, 299.002, 305.482, 292.40, 297.40, 42074949.3688758
08/03/20, 289.84, 301.962, 288.877, 297.00, 44046729.3392991
07/31/20, 303.00, 303.41, 284.196, 286.152, 61234799.081478
07/30/20, 297.60, 302.648, 294.20, 297.498, 38105199.428422
07/29/20, 300.20, 306.962, 297.40, 299.822, 47134464.292983
07/28/20, 300.80, 312.94, 294.884, 295.298, 79043493.8143476
07/27/20, 287.00, 309.588, 282.60, 307.92, 80243353.7963497
07/24/20, 283.202, 293.00, 273.308, 283.40, 96983093.5452536
07/23/20, 335.79, 337.80, 296.154, 302.614, 121642498.175363
07/22/20, 319.80, 325.284, 312.40, 318.466, 70805398.937919
07/21/20, 327.986, 335.00, 311.60, 313.672, 80786398.788204
07/20/20, 303.802, 330.00, 297.60, 328.60, 85606843.7158974
07/17/20, 302.69, 307.502, 298.00, 300.168, 46649859.3002521
07/16/20, 295.432, 306.342, 293.20, 300.128, 71503953.9274407
07/15/20, 308.60, 310.00, 291.40, 309.202, 81839153.7724127
07/14/20, 311.20, 318.00, 286.20, 303.36, 117090703.243639
07/13/20, 331.80, 358.998, 294.222, 299.412, 194926792.076098
07/10/20, 279.20, 309.783, 275.202, 308.93, 116687753.249684
07/09/20, 279.398, 281.712, 270.256, 278.856, 58587999.12118
07/08/20, 281.00, 283.452, 262.268, 273.176, 81556553.7766517
07/07/20, 281.002, 285.90, 267.342, 277.972, 107448298.388276
07/06/20, 255.338, 275.558, 253.2088, 274.316, 102849293.457261
07/02/20, 244.296, 245.60, 237.12, 241.732, 86250593.7062411
07/01/20, 216.60, 227.066, 216.10, 223.926, 66634499.0004825
06/30/20, 201.30, 217.538, 200.746, 215.962, 84592498.7311125
06/29/20, 193.802, 202.00, 189.704, 201.87, 45132019.3230197
06/26/20, 198.956, 199.00, 190.974, 191.948, 44274539.3358819
06/25/20, 190.854, 197.196, 187.43, 197.196, 46272744.3059088
06/24/20, 198.822, 200.177, 190.6283, 192.17, 54797949.1780308
06/23/20, 199.776, 202.40, 198.802, 200.356, 31826354.5226047
06/22/20, 199.99, 201.776, 198.004, 198.864, 31811749.5228238
06/19/20, 202.556, 203.194, 198.268, 200.18, 43398744.3490188
06/18/20, 200.60, 203.84, 198.8942, 200.792, 48759679.2686048
06/17/20, 197.542, 201.00, 196.5142, 198.358, 49453999.25819
06/16/20, 202.37, 202.576, 192.478, 196.426, 70255398.946169
06/15/20, 183.558, 199.768, 181.70, 198.18, 78485893.8227116
06/12/20, 196.00, 197.596, 182.52, 187.056, 83816843.7427474
06/11/20, 198.04, 203.792, 194.40, 194.568, 79582398.806264
06/10/20, 198.376, 205.496, 196.50, 205.01, 92817048.6077443
06/09/20, 188.002, 190.888, 184.7862, 188.134, 56940749.1458888
06/08/20, 183.80, 190.00, 181.832, 189.984, 70873648.9368953
06/05/20, 175.568, 177.304, 173.24, 177.132, 39059584.4141062
06/04/20, 177.976, 179.15, 171.688, 172.876, 44438564.3334215
06/03/20, 177.624, 179.588, 176.02, 176.592, 39747344.4037898
06/02/20, 178.94, 181.732, 174.20, 176.312, 67827998.98258
06/01/20, 171.60, 179.80, 170.82, 179.62, 75426493.8686026
05/29/20, 161.75, 167.00, 160.842, 167.00, 59062449.1140633
05/28/20, 162.702, 164.95, 160.338, 161.162, 36378864.454317
05/27/20, 164.172, 165.542, 157.00, 164.046, 57747649.1337853
05/26/20, 166.90, 166.92, 163.141, 163.774, 40448679.3932698
05/22/20, 164.4348, 166.356, 162.40, 163.376, 49937374.2509394
05/21/20, 163.20, 166.50, 159.20, 165.52, 61272899.0809065
05/20/20, 164.10, 165.20, 162.36, 163.112, 36546354.4518047
05/19/20, 163.034, 164.414, 161.216, 161.602, 48182609.2772609
05/18/20, 165.556, 166.944, 160.776, 162.726, 58490499.1226425
05/15/20, 158.07, 161.0097, 157.3104, 159.834, 52592149.2111178
05/14/20, 156.00, 160.672, 152.80, 160.666, 68410953.9738357
05/13/20, 164.166, 165.20, 152.66, 158.192, 95327448.5700883
05/12/20, 165.40, 168.658, 161.60, 161.882, 79534553.8069817
05/11/20, 158.102, 164.80, 157.00, 162.258, 82597998.76103
05/08/20, 158.754, 164.80, 157.402, 163.884, 80650448.7902433
05/07/20, 155.442, 159.28, 154.47, 156.008, 57638449.1354233
05/06/20, 155.30, 157.96, 152.222, 156.516, 55616149.1657578
05/05/20, 157.958, 159.784, 152.436, 153.642, 84958298.7256255
05/04/20, 140.20, 152.40, 139.60, 152.238, 96185448.5572183
05/01/20, 151.00, 154.554, 136.608, 140.264, 162659042.560114
04/30/20, 171.038, 173.964, 152.70, 156.376, 142359247.864611
04/29/20, 158.034, 160.64, 156.632, 160.102, 81079893.7838016
04/28/20, 159.128, 161.00, 151.338, 153.824, 76109798.858353
04/27/20, 147.522, 159.898, 147.00, 159.75, 103407193.448892
04/24/20, 142.162, 146.146, 139.636, 145.03, 66188049.0071793
04/23/20, 145.52, 146.80, 140.626, 141.126, 66183499.0072475
04/22/20, 140.796, 146.80, 137.742, 146.422, 71124153.9331377
04/21/20, 146.024, 150.666, 134.758, 137.344, 101045448.484318
04/20/20, 146.54, 153.114, 142.442, 149.272, 73731848.8940222
04/17/20, 154.456, 154.99, 149.532, 150.778, 65641149.0153828
04/16/20, 143.388, 151.89, 141.343, 149.042, 103289293.450661
04/15/20, 148.40, 150.626, 142.00, 145.966, 117884998.231725
04/14/20, 139.794, 148.376, 138.486, 141.978, 152882547.706762
04/13/20, 118.032, 130.40, 116.106, 130.19, 112377098.314344
04/09/20, 112.418, 115.0364, 111.422, 114.60, 68249998.97625
04/08/20, 110.84, 111.4416, 106.666, 109.768, 63280099.0507985
04/07/20, 109.00, 113.00, 106.468, 109.09, 89598893.6560166
04/06/20, 102.24, 104.20, 99.592, 103.248, 73690998.894635
04/03/20, 101.90, 103.098, 93.678, 96.002, 112810398.307844
04/02/20, 96.206, 98.852, 89.28, 90.894, 99292148.5106178
04/01/20, 100.80, 102.791, 95.02, 96.312, 66765898.9985115
03/31/20, 100.25, 108.592, 99.40, 104.80, 88857448.6671383
03/30/20, 102.052, 103.3294, 98.246, 100.426, 59990349.1001448
03/27/20, 101.00, 105.16, 98.806, 102.872, 71887048.9216943
03/26/20, 109.478, 112.00, 102.45, 105.632, 87110398.693344
03/25/20, 109.05, 111.40, 102.222, 107.85, 106113748.408294
03/24/20, 95.46, 102.738, 94.80, 101.00, 114475848.282862
03/23/20, 86.72, 88.40, 82.10, 86.858, 82272753.7659087
03/20/20, 87.64, 95.40, 85.158, 85.506, 141427507.878587
03/19/20, 74.9394, 90.40, 71.692, 85.528, 150977302.73534
03/18/20, 77.80, 80.972, 70.102, 72.244, 118930798.216038
03/17/20, 88.002, 94.37, 79.20, 86.04, 119972898.200407
03/16/20, 93.8999, 98.974, 88.434, 89.014, 102447303.46329
03/13/20, 119.00, 121.514, 100.40, 109.324, 113201248.301981
03/12/20, 116.178, 118.90, 109.25, 112.11, 94545253.5818212
03/11/20, 128.04, 130.716, 122.60, 126.846, 67067948.9939808
03/10/20, 131.886, 133.60, 121.60, 129.066, 77972198.830417
03/09/20, 121.078, 132.5996, 121.00, 121.60, 85368698.7194695
03/06/20, 138.0008, 141.40, 136.854, 140.696, 63314599.050281
03/05/20, 144.754, 149.15, 143.614, 144.908, 54263299.1860505
03/04/20, 152.7921, 153.304, 144.9469, 149.90, 75244893.8713266
03/03/20, 161.00, 161.396, 143.2221, 149.102, 128919998.0662
03/02/20, 142.252, 148.738, 137.334, 148.724, 100974948.485376
02/28/20, 125.94, 138.104, 122.304, 133.598, 122820848.157687
02/27/20, 146.00, 147.954, 133.80, 135.80, 121385798.179213
02/26/20, 156.50, 162.662, 155.222, 155.76, 70769198.938462
02/25/20, 169.80, 171.32, 157.40, 159.982, 86452398.703214
02/24/20, 167.80, 172.70, 164.44, 166.758, 75960798.860588
02/21/20, 181.396, 182.612, 176.09, 180.20, 71697248.9245413
02/20/20, 182.39, 182.40, 171.988, 179.882, 88174453.6773832
02/19/20, 184.70, 188.956, 180.204, 183.484, 127114803.093278
02/18/20, 168.32, 172.00, 166.472, 171.68, 83491843.7476223
02/14/20, 157.444, 162.594, 157.10, 160.006, 78468553.8229717
02/13/20, 148.368, 163.60, 147.00, 160.80, 131446748.028299
02/12/20, 155.574, 157.95, 152.674, 153.458, 60112349.0983148
02/11/20, 153.758, 156.7012, 151.60, 154.876, 58487349.1226898
02/10/20, 160.00, 163.998, 150.48, 154.256, 123445798.148313
02/07/20, 146.11, 153.95, 146.00, 149.614, 85317598.720236
02/06/20, 139.984, 159.166, 137.40, 149.792, 199403767.008944
02/05/20, 164.652, 169.196, 140.8221, 146.94, 242119196.368212
02/04/20, 176.592, 193.798, 166.776, 177.412, 304693805.429593
02/03/20, 134.738, 157.228, 134.704, 156.00, 236167496.457488
01/31/20, 128.00, 130.60, 126.504, 130.114, 78596353.8210547
01/30/20, 126.484, 130.176, 123.60, 128.162, 145028397.824574
01/29/20, 115.138, 117.96, 113.486, 116.198, 91083348.6337498
01/28/20, 113.698, 115.362, 111.616, 113.38, 58942449.1158633
01/27/20, 108.398, 112.888, 107.856, 111.604, 68040353.9793947
01/24/20, 114.126, 114.772, 110.852, 112.964, 71767998.92348
01/23/20, 112.85, 116.40, 111.1205, 114.44, 98255193.5261721
01/22/20, 114.378, 118.90, 111.82, 113.912, 156845142.647323
01/21/20, 106.05, 109.716, 105.682, 109.44, 89017353.6647397
01/17/20, 101.522, 103.134, 100.632, 102.10, 68145353.9778197
01/16/20, 98.75, 102.892, 98.434, 102.698, 108683248.369751
01/15/20, 105.952, 107.568, 103.3571, 103.70, 86844148.6973378
01/14/20, 108.851, 109.482, 104.98, 107.584, 145306902.820396
01/13/20, 98.70, 105.126, 98.40, 104.972, 133172753.002409
01/10/20, 96.358, 96.988, 94.74, 95.63, 64884149.0267378
01/09/20, 99.42, 99.76, 94.574, 96.268, 142315942.865261
01/08/20, 94.74, 99.698, 93.646, 98.428, 155996952.660046
01/07/20, 92.28, 94.326, 90.671, 93.812, 91045703.6343144
01/06/20, 88.094, 90.312, 88.00, 90.308, 50787499.2381875
01/03/20, 88.10, 90.80, 87.384, 88.602, 88973493.6653976
01/02/20, 84.90, 86.1392, 84.342, 86.052, 47791929.2831211
12/31/19, 81.00, 84.258, 80.416, 83.666, 51462299.2280655
12/30/19, 85.758, 85.80, 81.8518, 82.94, 63006349.0549048
12/27/19, 87.00, 87.062, 85.222, 86.076, 49784134.253238
12/26/19, 85.582, 86.696, 85.27, 86.188, 53241449.2013783
12/24/19, 83.672, 85.094, 82.5375, 85.05, 40273599.395896
12/23/19, 82.356, 84.402, 82.00, 83.844, 66664099.0000385
12/20/19, 82.058, 82.60, 80.037, 81.118, 73926048.8911093
12/19/19, 79.464, 81.37, 79.30, 80.808, 90601553.6409767
12/18/19, 76.126, 79.044, 76.116, 78.63, 70681953.9397707
12/17/19, 75.798, 77.10, 75.18, 75.798, 42518874.3622169
12/16/19, 72.51, 76.722, 72.50, 76.30, 91104693.6334296
12/13/19, 72.21, 73.042, 70.928, 71.678, 32445399.513319
12/12/19, 70.984, 72.548, 70.646, 71.936, 38881054.4167842
12/11/19, 70.3753, 71.438, 70.218, 70.54, 34595809.4810629
12/10/19, 67.992, 70.146, 67.862, 69.768, 44199754.3370037
12/09/19, 67.318, 68.89, 67.016, 67.906, 45201084.3219837
12/06/19, 67.00, 67.772, 66.954, 67.178, 38094684.4285797
12/05/19, 66.566, 66.8845, 65.45, 66.074, 18684879.7197268
12/04/19, 67.55, 67.572, 66.57, 66.606, 27681274.5847809
12/03/19, 66.524, 67.582, 66.4372, 67.24, 33067379.5039893
12/02/19, 65.88, 67.2765, 65.7374, 66.974, 30409929.5438511
11/29/19, 66.222, 66.252, 65.50, 65.988, 12328144.8150778
11/27/19, 66.224, 66.786, 65.714, 66.258, 27817294.5827406
11/26/19, 67.054, 67.10, 65.42, 65.784, 39781194.4032821
11/25/19, 68.864, 68.914, 66.892, 67.268, 61728849.0740673
11/22/19, 68.032, 68.20, 66.00, 66.608, 84353203.734702
11/21/19, 70.902, 72.168, 70.8008, 70.966, 30550064.541749
11/20/19, 72.00, 72.24, 69.914, 70.444, 33669824.4949526
11/19/19, 70.35, 71.998, 69.56, 71.904, 38680389.4197942
11/18/19, 70.5834, 70.63, 69.22, 69.998, 22042524.6693621
11/15/19, 70.128, 70.56, 69.672, 70.434, 24062814.6390578
11/14/19, 69.222, 70.768, 68.582, 69.87, 32358514.5146223
11/13/19, 71.00, 71.266, 69.036, 69.222, 42339314.3649103
11/12/19, 69.38, 70.074, 68.808, 69.986, 36796914.4480463
11/11/19, 68.79, 69.838, 68.40, 69.018, 49968444.2504733
11/08/19, 66.90, 67.492, 66.50, 67.428, 30371104.5444334
11/07/19, 65.828, 68.30, 65.604, 67.108, 72336753.9149487
11/06/19, 63.60, 65.344, 62.90, 65.316, 39704659.4044301
11/05/19, 63.924, 64.702, 63.2236, 63.444, 34717084.4792437
11/04/19, 62.96, 64.388, 61.852, 63.494, 43935199.340972
11/01/19, 63.264, 63.296, 61.96, 62.662, 31919644.5212053
10/31/19, 62.62, 63.80, 62.60, 62.984, 25334779.6199783
10/30/19, 62.60, 63.758, 61.994, 63.002, 48209049.2768643
